,Page_Number,Standard,Crane_Model,Configuration,Slew_Range_deg,Track_Width m,Main_Boom_Length m,Boom_Angle_deg,Angle_Jib_to_Main_Boom_deg,Jib_Length m,SL_Mast_Length m,SL_Mast_Radius m,Superlift_Radius m,Counterweight t,Superlift_Counterweight t,Central_Ballast t,Radius_List,Radis column head,head_configure
876,1879,DIN15019.2,,,0-360,8.4,54,55,,84.0,30,11.5,11.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
877,1880,DIN15019.2,,,0-360,8.4,54,55,,90.0,30,11.5,11.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
878,1881,DIN15019.2,,,0-360,8.4,54,55,,96.0,30,11.5,11.0,160,,0,"['200', '250', '300']","['single hook block', 'DS-Code']",SWSL
879,1882,DIN15019.2,,,0-360,8.4,60,55,,24.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
880,1883,DIN15019.2,,,0-360,8.4,60,55,,30.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
881,1884,DIN15019.2,,,0-360,8.4,60,55,,36.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
882,1885,DIN15019.2,,,0-360,8.4,60,55,,42.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
883,1886,DIN15019.2,,,0-360,8.4,60,55,,48.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
884,1887,DIN15019.2,,,0-360,8.4,60,55,,54.0,30,11.5,11.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
885,1888,DIN15019.2,,,0-360,8.4,60,55,,60.0,30,11.5,11.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
886,1889,DIN15019.2,,,0-360,8.4,60,55,,66.0,30,11.5,11.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
887,1890,DIN15019.2,,,0-360,8.4,60,55,,72.0,30,11.5,11.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
888,1891,DIN15019.2,,,0-360,8.4,60,55,,78.0,30,11.5,11.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
889,1892,DIN15019.2,,,0-360,8.4,60,55,,84.0,30,11.5,11.0,160,,0,"['200', '250', '300']","['single hook block', 'DS-Code']",SWSL
890,1893,DIN15019.2,,,0-360,8.4,60,55,,90.0,30,11.5,11.0,160,,0,"['200', '250', '300']","['single hook block', 'DS-Code']",SWSL
891,1894,DIN15019.2,,,0-360,8.4,60,55,,96.0,30,11.5,11.0,160,,0,"['200', '250', '300']","['single hook block', 'DS-Code']",SWSL
892,1895,DIN15019.2,,,0-360,8.4,66,55,,24.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
893,1896,DIN15019.2,,,0-360,8.4,66,55,,30.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
894,1897,DIN15019.2,,,0-360,8.4,66,55,,36.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
895,1898,DIN15019.2,,,0-360,8.4,66,55,,42.0,30,11.5,11.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
896,1899,DIN15019.2,,,0-360,8.4,66,55,,48.0,30,11.5,11.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
897,1900,DIN15019.2,,,0-360,8.4,66,55,,54.0,30,11.5,11.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
898,1901,DIN15019.2,,,0-360,8.4,66,55,,60.0,30,11.5,11.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
899,1902,DIN15019.2,,,0-360,8.4,66,55,,66.0,30,11.5,11.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
900,1903,DIN15019.2,,,0-360,8.4,66,55,,72.0,30,11.5,11.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
901,1904,DIN15019.2,,,0-360,8.4,66,55,,78.0,30,11.5,11.0,160,,0,"['200', '250', '300']","['single hook block', 'DS-Code']",SWSL
902,1905,DIN15019.2,,,0-360,8.4,66,55,,84.0,30,11.5,11.0,160,,0,"['200', '250', '300']","['single hook block', 'DS-Code']",SWSL
903,1906,DIN15019.2,,,0-360,8.4,66,55,,90.0,30,11.5,11.0,160,,0,"['200', '250', '300']","['single hook block', 'DS-Code']",SWSL
904,1907,DIN15019.2,,,0-360,8.4,66,55,,96.0,30,11.5,11.0,160,,0,"['250', '300']","['single hook block', 'DS-Code']",SWSL
905,1908,DIN15019.2,,,0-360,8.4,72,55,,30.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
906,1909,DIN15019.2,,,0-360,8.4,72,55,,36.0,30,11.5,11.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
907,1910,DIN15019.2,,,0-360,8.4,72,55,,42.0,30,11.5,11.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
908,1911,DIN15019.2,,,0-360,8.4,72,55,,48.0,30,11.5,11.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
909,1912,DIN15019.2,,,0-360,8.4,72,55,,54.0,30,11.5,11.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
910,1913,DIN15019.2,,,0-360,8.4,72,55,,60.0,30,11.5,11.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
911,1914,DIN15019.2,,,0-360,8.4,72,55,,66.0,30,11.5,11.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
912,1915,DIN15019.2,,,0-360,8.4,72,55,,72.0,30,11.5,11.0,160,,0,"['200', '250', '300']","['single hook block', 'DS-Code']",SWSL
913,1916,DIN15019.2,,,0-360,8.4,72,55,,78.0,30,11.5,11.0,160,,0,"['200', '250', '300']","['single hook block', 'DS-Code']",SWSL
914,1917,DIN15019.2,,,0-360,8.4,72,55,,84.0,30,11.5,11.0,160,,0,"['250', '300']","['single hook block', 'DS-Code']",SWSL
915,1918,DIN15019.2,,,0-360,8.4,72,55,,90.0,30,11.5,11.0,160,,0,"['250', '300']","['single hook block', 'DS-Code']",SWSL
916,1919,DIN15019.2,,,0-360,8.4,72,55,,96.0,30,11.5,11.0,160,,0,"['250', '300']","['single hook block', 'DS-Code']",SWSL
917,1920,DIN15019.2,,,0-360,8.4,78,55,,30.0,30,11.5,11.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
918,1921,DIN15019.2,,,0-360,8.4,78,55,,36.0,30,11.5,11.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
919,1922,DIN15019.2,,,0-360,8.4,78,55,,42.0,30,11.5,11.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
920,1923,DIN15019.2,,,0-360,8.4,78,55,,48.0,30,11.5,11.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
921,1924,DIN15019.2,,,0-360,8.4,78,55,,54.0,30,11.5,11.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
922,1925,DIN15019.2,,,0-360,8.4,78,55,,60.0,30,11.5,11.0,160,,0,"['200', '250', '300']","['single hook block', 'DS-Code']",SWSL
923,1926,DIN15019.2,,,0-360,8.4,78,55,,66.0,30,11.5,11.0,160,,0,"['200', '250', '300']","['single hook block', 'DS-Code']",SWSL
924,1927,DIN15019.2,,,0-360,8.4,78,55,,72.0,30,11.5,11.0,160,,0,"['200', '250', '300']","['single hook block', 'DS-Code']",SWSL
925,1928,DIN15019.2,,,0-360,8.4,78,55,,78.0,30,11.5,11.0,160,,0,"['250', '300']","['single hook block', 'DS-Code']",SWSL
926,1929,DIN15019.2,,,0-360,8.4,78,55,,84.0,30,11.5,11.0,160,,0,"['250', '300']","['single hook block', 'DS-Code']",SWSL
927,1930,DIN15019.2,,,0-360,8.4,78,55,,90.0,30,11.5,11.0,160,,0,"['250', '300']","['single hook block', 'DS-Code']",SWSL
928,1932,DIN15019.2,,,0-360,8.4,84,55,,36.0,30,11.5,11.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
929,1933,DIN15019.2,,,0-360,8.4,84,55,,42.0,30,11.5,11.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
930,1934,DIN15019.2,,,0-360,8.4,84,55,,48.0,30,11.5,11.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
931,1935,DIN15019.2,,,0-360,8.4,84,55,,54.0,30,11.5,11.0,160,,0,"['200', '250', '300']","['single hook block', 'DS-Code']",SWSL
932,1936,DIN15019.2,,,0-360,8.4,84,55,,60.0,30,11.5,11.0,160,,0,"['200', '250', '300']","['single hook block', 'DS-Code']",SWSL
933,1937,DIN15019.2,,,0-360,8.4,84,55,,66.0,30,11.5,11.0,160,,0,"['250', '300']","['single hook block', 'DS-Code']",SWSL
934,1938,DIN15019.2,,,0-360,8.4,84,55,,72.0,30,11.5,11.0,160,,0,"['250', '300']","['single hook block', 'DS-Code']",SWSL
935,1939,DIN15019.2,,,0-360,8.4,84,55,,78.0,30,11.5,11.0,160,,0,"['250', '300']","['single hook block', 'DS-Code']",SWSL
936,1943,DIN15019.2,,,0-360,8.4,36,55,,,30,11.5,11.0,0,0.0,60,"['24', '30', '36', '42', '48', '54', '60', '66']","['single hook block', 'DS-Code']",SWSL
937,1945,DIN15019.2,,,0-360,8.4,42,55,,,30,11.5,11.0,0,0.0,60,"['24', '30', '36', '42', '48', '54', '60']","['single hook block', 'DS-Code']",SWSL
938,1946,DIN15019.2,,,0-360,8.4,48,55,,,30,11.5,11.0,0,0.0,60,"['30', '36', '42', '48', '54']","['single hook block', 'DS-Code']",SWSL
939,1947,DIN15019.2,,,0-360,8.4,54,55,,,30,11.5,11.0,0,0.0,60,"['30', '36', '42', '48']","['single hook block', 'DS-Code']",SWSL
940,1948,DIN15019.2,,,0-360,8.4,60,55,,,30,11.5,11.0,0,0.0,60,"['24', '30', '36']","['single hook block', 'DS-Code']",SWSL
941,1949,DIN15019.2,,,0-360,8.4,66,55,,,30,11.5,11.0,0,0.0,60,"['24', '30']","['single hook block', 'DS-Code']",SWSL
942,1950,DIN15019.2,,,0-360,8.4,36,55,,24.0,30,13.5,13.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
943,1951,DIN15019.2,,,0-360,8.4,36,55,,30.0,30,13.5,13.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
944,1952,DIN15019.2,,,0-360,8.4,36,55,,36.0,30,13.5,13.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
945,1953,DIN15019.2,,,0-360,8.4,36,55,,42.0,30,13.5,13.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
946,1954,DIN15019.2,,,0-360,8.4,36,55,,48.0,30,13.5,13.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
947,1955,DIN15019.2,,,0-360,8.4,36,55,,54.0,30,13.5,13.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
948,1956,DIN15019.2,,,0-360,8.4,36,55,,60.0,30,13.5,13.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
949,1957,DIN15019.2,,,0-360,8.4,36,55,,66.0,30,13.5,13.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
950,1958,DIN15019.2,,,0-360,8.4,36,55,,72.0,30,13.5,13.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
951,1959,DIN15019.2,,,0-360,8.4,36,55,,78.0,30,13.5,13.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
952,1960,DIN15019.2,,,0-360,8.4,36,55,,84.0,30,13.5,13.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
953,1961,DIN15019.2,,,0-360,8.4,36,55,,90.0,30,13.5,13.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
954,1962,DIN15019.2,,,0-360,8.4,36,55,,96.0,30,13.5,13.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
955,1963,DIN15019.2,,,0-360,8.4,42,55,,24.0,30,13.5,13.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
956,1964,DIN15019.2,,,0-360,8.4,42,55,,30.0,30,13.5,13.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
957,1965,DIN15019.2,,,0-360,8.4,42,55,,36.0,30,13.5,13.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
958,1966,DIN15019.2,,,0-360,8.4,42,55,,42.0,30,13.5,13.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
959,1967,DIN15019.2,,,0-360,8.4,42,55,,48.0,30,13.5,13.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
960,1968,DIN15019.2,,,0-360,8.4,42,55,,54.0,30,13.5,13.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
961,1969,DIN15019.2,,,0-360,8.4,42,55,,60.0,30,13.5,13.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
962,1970,DIN15019.2,,,0-360,8.4,42,55,,66.0,30,13.5,13.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
963,1971,DIN15019.2,,,0-360,8.4,42,55,,72.0,30,13.5,13.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
964,1972,DIN15019.2,,,0-360,8.4,42,55,,78.0,30,13.5,13.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
965,1973,DIN15019.2,,,0-360,8.4,42,55,,84.0,30,13.5,13.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
966,1974,DIN15019.2,,,0-360,8.4,42,55,,90.0,30,13.5,13.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
967,1975,DIN15019.2,,,0-360,8.4,42,55,,96.0,30,13.5,13.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
968,1976,DIN15019.2,,,0-360,8.4,48,55,,30.0,30,13.5,13.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
969,1977,DIN15019.2,,,0-360,8.4,48,55,,36.0,30,13.5,13.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
970,1978,DIN15019.2,,,0-360,8.4,48,55,,42.0,30,13.5,13.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
971,1979,DIN15019.2,,,0-360,8.4,48,55,,48.0,30,13.5,13.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
972,1980,DIN15019.2,,,0-360,8.4,48,55,,54.0,30,13.5,13.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
973,1981,DIN15019.2,,,0-360,8.4,48,55,,60.0,30,13.5,13.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
974,1982,DIN15019.2,,,0-360,8.4,48,55,,66.0,30,13.5,13.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
975,1983,DIN15019.2,,,0-360,8.4,48,55,,72.0,30,13.5,13.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
976,1984,DIN15019.2,,,0-360,8.4,48,55,,78.0,30,13.5,13.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
977,1985,DIN15019.2,,,0-360,8.4,48,55,,84.0,30,13.5,13.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
978,1986,DIN15019.2,,,0-360,8.4,48,55,,90.0,30,13.5,13.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
979,1987,DIN15019.2,,,0-360,8.4,48,55,,96.0,30,13.5,13.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
980,1988,DIN15019.2,,,0-360,8.4,54,55,,30.0,30,13.5,13.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
981,1989,DIN15019.2,,,0-360,8.4,54,55,,36.0,30,13.5,13.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
982,1990,DIN15019.2,,,0-360,8.4,54,55,,42.0,30,13.5,13.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
983,1991,DIN15019.2,,,0-360,8.4,54,55,,48.0,30,13.5,13.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
984,1992,DIN15019.2,,,0-360,8.4,54,55,,54.0,30,13.5,13.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
985,1993,DIN15019.2,,,0-360,8.4,54,55,,60.0,30,13.5,13.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
986,1994,DIN15019.2,,,0-360,8.4,54,55,,66.0,30,13.5,13.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
987,1995,DIN15019.2,,,0-360,8.4,54,55,,72.0,30,13.5,13.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
988,1996,DIN15019.2,,,0-360,8.4,54,55,,78.0,30,13.5,13.0,160,,0,"['100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
989,1997,DIN15019.2,,,0-360,8.4,54,55,,84.0,30,13.5,13.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
990,1998,DIN15019.2,,,0-360,8.4,54,55,,90.0,30,13.5,13.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
991,1999,DIN15019.2,,,0-360,8.4,54,55,,96.0,30,13.5,13.0,160,,0,"['150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
992,2000,DIN15019.2,,,0-360,8.4,60,55,,24.0,30,13.5,13.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
993,2001,DIN15019.2,,,0-360,8.4,60,55,,30.0,30,13.5,13.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
